Unnamed: 0,Player,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Ct,St,Team Name
39,Khalid Usman,2018-2022,5,4.0,15.0,0.0,114.0,3.0,1/17,38.0,7.6,30.0,0.0,0.0,0,0,Peshawar Zalmi
40,Khurram Shahzad,2023-2023,3,3.0,9.4,0.0,109.0,3.0,3/13,36.33,11.27,19.3,0.0,0.0,0,0,Peshawar Zalmi
43,LS Livingstone,2020-2022,12,5.0,14.0,0.0,122.0,2.0,1/22,61.0,8.71,42.0,0.0,0.0,9,0,Peshawar Zalmi
45,S Mahmood,2020-2022,8,8.0,29.1,0.0,267.0,17.0,3/12,15.7,9.15,10.2,0.0,0.0,2,0,Peshawar Zalmi
48,TS Mills,2019-2019,5,5.0,19.0,0.0,137.0,7.0,3/29,19.57,7.21,16.2,0.0,0.0,0,0,Peshawar Zalmi
50,Mohammad Amir Khan,2020-2020,4,4.0,12.0,0.0,107.0,3.0,1/11,35.66,8.91,24.0,0.0,0.0,1,0,Peshawar Zalmi
51,Mohammad Asghar,2016-2018,21,21.0,63.4,1.0,489.0,21.0,3/16,23.28,7.68,18.1,0.0,0.0,8,0,Peshawar Zalmi
52,Mohammad Hafeez,2016-2018,33,6.0,15.0,0.0,97.0,7.0,2/7,13.85,6.46,12.8,0.0,0.0,13,0,Peshawar Zalmi
54,Mohammad Imran,2020-2020,1,1.0,2.0,0.0,16.0,1.0,1/16,16.0,8.0,12.0,0.0,0.0,0,0,Peshawar Zalmi
55,Mohammad Imran,2021-2021,11,11.0,41.3,0.0,340.0,9.0,2/47,37.77,8.19,27.6,0.0,0.0,0,0,Peshawar Zalmi
56,Mohammad Irfan,2021-2021,10,10.0,40.0,0.0,271.0,10.0,3/27,27.1,6.77,24.0,0.0,0.0,3,0,Peshawar Zalmi
57,Mohammad Mohsin,2020-2020,2,1.0,4.0,0.0,35.0,1.0,1/35,35.0,8.75,24.0,0.0,0.0,0,0,Peshawar Zalmi
58,Mohammad Umar,2022-2022,6,6.0,20.0,0.0,187.0,5.0,3/22,37.4,9.35,24.0,0.0,0.0,0,0,Peshawar Zalmi
60,Mujeeb Ur Rahman,2021-2023,11,11.0,44.0,0.0,381.0,6.0,2/28,63.5,8.65,44.0,0.0,0.0,3,0,Peshawar Zalmi
62,JDS Neesham,2023-2023,7,7.0,22.0,0.0,199.0,6.0,2/23,33.16,9.04,22.0,0.0,0.0,1,0,Peshawar Zalmi
63,KA Pollard,2019-2019,13,12.0,28.4,0.0,229.0,5.0,1/10,45.8,7.98,34.4,0.0,0.0,10,0,Peshawar Zalmi
64,R Powell,2021-2023,16,2.0,3.0,0.0,45.0,1.0,1/37,45.0,15.0,18.0,0.0,0.0,6,0,Peshawar Zalmi
65,Rahat Ali,2020-2020,10,10.0,36.1,0.0,302.0,9.0,3/24,33.55,8.35,24.1,0.0,0.0,1,0,Peshawar Zalmi
71,Saim Ayub,2023-2023,12,2.0,3.0,0.0,27.0,1.0,1/22,27.0,9.0,18.0,0.0,0.0,2,0,Peshawar Zalmi
72,Salman Irshad,2022-2023,14,14.0,55.5,0.0,489.0,21.0,3/29,23.28,8.75,15.9,0.0,0.0,1,0,Peshawar Zalmi
73,Sameen Gul,2018-2022,19,19.0,70.0,0.0,595.0,23.0,3/29,25.86,8.5,18.2,0.0,0.0,2,0,Peshawar Zalmi
74,DJG Sammy,2016-2020,49,16.0,26.4,0.0,256.0,9.0,2/21,28.44,9.6,17.7,0.0,0.0,17,0,Peshawar Zalmi
76,Shahid Afridi,2016-2017,20,19.0,65.0,3.0,433.0,12.0,5/7,36.08,6.66,32.5,0.0,1.0,4,0,Peshawar Zalmi
79,Shakib Al Hasan,2017-2023,6,5.0,15.0,2.0,109.0,5.0,2/14,21.8,7.26,18.0,0.0,0.0,0,0,Peshawar Zalmi
80,Shoaib Malik,2020-2022,33,17.0,31.0,0.0,231.0,4.0,1/2,57.75,7.45,46.5,0.0,0.0,14,0,Peshawar Zalmi
84,Sufiyan Muqeem,2023-2023,5,5.0,13.0,0.0,113.0,4.0,3/37,28.25,8.69,19.5,0.0,0.0,1,0,Peshawar Zalmi
85,SW Tait,2016-2016,9,9.0,35.0,1.0,262.0,10.0,2/23,26.2,7.48,21.0,0.0,0.0,1,0,Peshawar Zalmi
87,Umaid Asif,2018-2021,29,29.0,107.3,0.0,893.0,28.0,4/23,31.89,8.3,23.0,1.0,0.0,7,0,Peshawar Zalmi
89,Usman Qadir,2022-2023,10,10.0,33.0,0.0,341.0,11.0,3/25,31.0,10.33,18.0,0.0,0.0,0,0,Peshawar Zalmi
91,Wahab Riaz,2016-2023,88,87.0,328.5,3.0,2563.0,113.0,4/17,22.68,7.79,17.4,1.0,0.0,24,0,Peshawar Zalmi
96,Yasir Shah,2020-2020,4,4.0,12.0,0.0,112.0,3.0,2/28,37.33,9.33,24.0,0.0,0.0,2,0,Peshawar Zalmi
1,Abdul Nasir,2020-2021,2,2.0,7.0,0.0,41.0,1.0,1/15,41.0,5.85,42.0,0.0,0.0,2,0,Quetta Gladiators
3,Ahsan Ali,2019-2022,19,1.0,1.0,0.0,9.0,1.0,1/9,9.0,9.0,6.0,0.0,0.0,8,0,Quetta Gladiators
4,Aimal Khan,2023-2023,4,4.0,14.0,0.0,165.0,3.0,2/26,55.0,11.78,28.0,0.0,0.0,0,0,Quetta Gladiators
5,Aizaz Cheema,2016-2016,4,4.0,14.0,0.0,104.0,6.0,2/14,17.33,7.42,14.0,0.0,0.0,3,0,Quetta Gladiators
8,Anwar Ali,2016-2021,36,34.0,102.1,1.0,893.0,23.0,2/21,38.82,8.74,26.6,0.0,0.0,12,0,Quetta Gladiators
9,JC Archer,2018-2018,2,2.0,8.0,0.0,53.0,5.0,3/23,10.6,6.62,9.6,0.0,0.0,1,0,Quetta Gladiators
10,Arish Ali,2021-2021,1,1.0,4.0,0.0,28.0,4.0,4/28,7.0,7.0,6.0,1.0,0.0,0,0,Quetta Gladiators
12,Ashir Qureshi,2022-2022,4,2.0,7.0,0.0,61.0,1.0,1/31,61.0,8.71,42.0,0.0,0.0,0,0,Quetta Gladiators
16,DJ Bravo,2019-2019,6,6.0,24.0,0.0,199.0,7.0,3/19,28.42,8.29,20.5,0.0,0.0,2,0,Quetta Gladiators
18,BCJ Cutting,2020-2021,12,8.0,21.5,0.0,247.0,9.0,3/31,27.44,11.31,14.5,0.0,0.0,3,0,Quetta Gladiators
23,GD Elliott,2016-2016,6,6.0,22.0,0.0,134.0,11.0,4/15,12.18,6.09,12.0,1.0,0.0,2,0,Quetta Gladiators
24,RR Emrit,2017-2017,1,1.0,4.0,0.0,30.0,3.0,3/30,10.0,7.5,8.0,0.0,0.0,0,0,Quetta Gladiators
26,JP Faulkner,2022-2022,6,6.0,20.0,0.0,196.0,6.0,2/47,32.66,9.8,20.0,0.0,0.0,0,0,Quetta Gladiators
27,Fawad Ahmed,2019-2020,17,17.0,64.5,0.0,463.0,15.0,3/15,30.86,7.14,25.9,0.0,0.0,0,0,Quetta Gladiators
29,Ghulam Mudassar,2019-2022,10,10.0,35.4,0.0,363.0,11.0,3/21,33.0,10.17,19.4,0.0,0.0,1,0,Quetta Gladiators
31,HF Gurney,2019-2019,1,1.0,2.0,0.0,13.0,1.0,1/13,13.0,6.5,12.0,0.0,0.0,0,0,Quetta Gladiators
32,Hassan Khan,2017-2022,26,26.0,74.2,0.0,554.0,16.0,2/10,34.62,7.45,27.8,0.0,0.0,16,0,Quetta Gladiators
33,JW Hastings,2018-2018,3,3.0,10.0,0.0,77.0,2.0,1/25,38.5,7.7,30.0,0.0,0.0,1,0,Quetta Gladiators
34,Iftikhar Ahmed,2022-2023,20,11.0,13.3,0.0,125.0,3.0,1/2,41.66,9.25,27.0,0.0,0.0,13,0,Quetta Gladiators
36,Khurram Shahzad,2021-2022,7,7.0,24.0,0.0,178.0,12.0,4/22,14.83,7.41,12.0,1.0,0.0,1,0,Quetta Gladiators
38,B Laughlin,2018-2018,3,3.0,10.0,0.0,79.0,3.0,1/9,26.33,7.9,20.0,0.0,0.0,3,0,Quetta Gladiators
39,NL McCullum,2016-2016,2,1.0,3.0,0.0,24.0,1.0,1/24,24.0,8.0,18.0,0.0,0.0,1,0,Quetta Gladiators
40,Mahmudullah,2017-2018,9,7.0,17.2,0.0,137.0,8.0,3/21,17.12,7.9,13.0,0.0,0.0,2,0,Quetta Gladiators
41,TS Mills,2017-2020,9,9.0,35.0,0.0,267.0,12.0,3/20,22.25,7.62,17.5,0.0,0.0,3,0,Quetta Gladiators
42,Mir Hamza,2017-2018,4,4.0,15.0,0.0,143.0,4.0,1/27,35.75,9.53,22.5,0.0,0.0,1,0,Quetta Gladiators
44,Mohammad Hasnain,2019-2023,34,34.0,124.5,2.0,1078.0,47.0,4/25,22.93,8.63,15.9,2.0,0.0,5,0,Quetta Gladiators
45,Mohammad Irfan,2022-2022,2,2.0,7.3,0.0,56.0,2.0,1/28,28.0,7.46,22.5,0.0,0.0,0,0,Quetta Gladiators
46,Mohammad Irfan,2019-2019,3,3.0,12.0,0.0,106.0,3.0,2/32,35.33,8.83,24.0,0.0,0.0,2,0,Quetta Gladiators
47,Mohammad Nabi,2016-2016,8,8.0,27.0,0.0,208.0,4.0,2/32,52.0,7.7,40.5,0.0,0.0,4,0,Quetta Gladiators
48,Mohammad Nawaz,2016-2023,76,76.0,250.4,1.0,1887.0,70.0,4/13,26.95,7.52,21.4,1.0,0.0,38,0,Quetta Gladiators
50,Naseem Shah,2020-2023,29,29.0,102.1,0.0,817.0,26.0,5/20,31.42,7.99,23.5,1.0,1.0,7,0,Quetta Gladiators
51,Naveen-ul-Haq,2023-2023,4,4.0,16.0,0.0,157.0,4.0,2/36,39.25,9.81,24.0,0.0,0.0,1,0,Quetta Gladiators
52,Noor Ahmad,2022-2022,4,4.0,16.0,0.0,138.0,2.0,1/24,69.0,8.62,48.0,0.0,0.0,1,0,Quetta Gladiators
54,NLTC Perera,2017-2018,7,7.0,19.1,0.0,179.0,7.0,3/34,25.57,9.33,16.4,0.0,0.0,6,0,Quetta Gladiators
56,D Pretorius,2023-2023,2,2.0,8.0,0.0,79.0,1.0,1/40,79.0,9.87,48.0,0.0,0.0,0,0,Quetta Gladiators
57,Qais Ahmad,2021-2023,6,6.0,23.0,0.0,247.0,9.0,3/21,27.44,10.73,15.3,0.0,0.0,0,0,Quetta Gladiators
58,Rahat Ali,2018-2018,11,11.0,42.2,0.0,322.0,15.0,4/16,21.46,7.6,16.9,1.0,0.0,1,0,Quetta Gladiators
60,RR Rossouw,2017-2019,31,3.0,2.4,0.0,17.0,2.0,1/3,8.5,6.37,8.0,0.0,0.0,8,0,Quetta Gladiators
67,Shahid Afridi,2022-2022,3,3.0,11.0,0.0,119.0,3.0,2/27,39.66,10.81,22.0,0.0,0.0,0,0,Quetta Gladiators
70,OF Smith,2023-2023,6,6.0,20.3,0.0,212.0,5.0,2/41,42.4,10.34,24.6,0.0,0.0,1,0,Quetta Gladiators
71,Sohail Khan,2020-2020,8,7.0,25.1,0.0,235.0,7.0,2/21,33.57,9.33,21.5,0.0,0.0,1,0,Quetta Gladiators
72,Sohail Tanvir,2019-2022,19,19.0,73.0,1.0,584.0,17.0,4/21,34.35,8.0,25.7,1.0,0.0,7,0,Quetta Gladiators
73,DW Steyn,2021-2021,3,3.0,10.4,0.0,98.0,4.0,2/44,24.5,9.18,16.0,0.0,0.0,0,0,Quetta Gladiators
74,N Thushara,2023-2023,1,1.0,2.0,0.0,21.0,1.0,1/21,21.0,10.5,12.0,0.0,0.0,0,0,Quetta Gladiators
75,Umaid Asif,2023-2023,3,3.0,11.2,0.0,119.0,4.0,3/37,29.75,10.5,17.0,0.0,0.0,1,0,Quetta Gladiators
78,Umar Gul,2016-2017,8,7.0,25.0,0.0,213.0,5.0,2/19,42.6,8.52,30.0,0.0,0.0,1,0,Quetta Gladiators
80,Usman Shinwari,2021-2021,5,5.0,18.0,0.0,173.0,5.0,3/32,34.6,9.61,21.6,0.0,0.0,0,0,Quetta Gladiators
83,SR Watson,2018-2020,31,11.0,37.0,0.0,286.0,12.0,3/22,23.83,7.72,18.5,0.0,0.0,8,0,Quetta Gladiators
86,L Wood,2022-2022,1,1.0,4.0,0.0,45.0,1.0,1/45,45.0,11.25,24.0,0.0,0.0,0,0,Quetta Gladiators
89,Zahid Mahmood,2020-2021,7,7.0,22.5,0.0,243.0,6.0,2/29,40.5,10.64,22.8,0.0,0.0,0,0,Quetta Gladiators
90,Zahir Khan,2021-2021,2,2.0,8.0,0.0,56.0,1.0,1/25,56.0,7.0,48.0,0.0,0.0,1,0,Quetta Gladiators
92,Zulfiqar Babar,2016-2017,18,18.0,72.0,2.0,499.0,15.0,2/17,33.26,6.93,28.8,0.0,0.0,7,0,Quetta Gladiators
